EAR,MAR,TIME
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.3194245073622607,0.13333333333333333,11:05:36.801155
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.3194245073622607,0.13333333333333333,11:05:36.801155
0.31666406520812784,0.1276142374915397,11:05:36.957426
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.3194245073622607,0.13333333333333333,11:05:36.801155
0.31666406520812784,0.1276142374915397,11:05:36.957426
0.3012539788049152,0.20786893258332634,11:05:37.128430
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.3194245073622607,0.13333333333333333,11:05:36.801155
0.31666406520812784,0.1276142374915397,11:05:36.957426
0.3012539788049152,0.20786893258332634,11:05:37.128430
0.30013116866106115,0.6333333333333333,11:05:37.305932
0.30216084162428025,0.278639120103915,11:05:35.060878
0.30129373196474196,0.24120226591665966,11:05:35.272103
0.30144067335091473,0.310818510677892,11:05:35.459982
0.30864860547863215,0.254480453838932,11:05:35.653335
0.3089035531493072,0.4732679675728523,11:05:35.855350
0.2882783838449877,0.310818510677892,11:05:36.012926
0.28827219335128595,0.14714045207910315,11:05:36.173616
0.30220989031981127,0.20786893258332634,11:05:36.332774
0.3051632105256202,0.0804737854124365,11:05:36.491697
0.3115078145613617,0.21573786516665266,11:05:36.642717
0.3194245073622607,0.13333333333333333,11:05:36.801155
0.31666406520812784,0.1276142374915397,11:05:36.957426
0.3012539788049152,0.20786893258332634,11:05:37.128430
0.30013116866106115,0.6333333333333333,11:05:37.305932
0.2956026139416337,0.5033006504530928,11:05:37.473466
0.30216084162428025,0.278639120103915,11:05:35.060878
